tt,Page,BrandLocale,EL-JP,MC-JP,CL-JP,LM-JP,JM-JP,BB-JP,AV-JP,LS-JP,TF-JP
1,ORDERCONF,orderAddressValidation,//*[@class='order-details order-details--delivery-options'],"//*[contains(@class,'js-shipping_address_container')]",,"//*[contains(@class,'js-shipping_address_container')]","//*[contains(@class,'shipping_address_container')]","//*[contains(@class,'js-shipping_address_container')]","//*[contains(@class,'js-shipping-address-container')]",//*[@class='dotted-list-divider'] | //*[@class='trans_detail_item shipping_address_container'],//*[@class='order-details order-details--delivery-options']
1,ORDERCONF,orderLink,//a[@data-test-id='order_id'],//a[@data-test-id='order_id'],,//a[@data-test-id='order_id'],//a[@data-test-id='order_id'],//a[@data-test-id='order_id'],//a[@data-test-id='order_id'],"//*[contains(@class,'details-arrow order-detail-item-link')] | //*[@data-test-id='print_order']",//a[@data-test-id='order_id']
1,SHIPPING,secondDayRadioButton,//*[@data-test-id='dp_shipping_saved_address'],//*[@data-test-id='dp_shipping_saved_address'],//*[@data-test-id='dp_shipping_saved_address'],//*[@data-test-id='dp_shipping_saved_address'],//*[@data-test-id='dp_shipping_saved_address'],//*[@data-test-id='dp_shipping_saved_address'],//*[@data-test-id='dp_shipping_saved_address'],//*[@data-test-id='dp_shipping_saved_address'],//*[@data-test-id='dp_shipping_saved_address']
1,SHIPPING,homeDelivery,"//*[contains(@id,'home-delivery')]","//*[contains(@id,'home-delivery')]","//*[contains(@id,'home-delivery')]","//*[contains(@id,'home-delivery')]","//*[contains(@id,'home-delivery')]","//*[contains(@id,'home-delivery')]","//*[contains(@id,'home-delivery')]","//*[contains(@id,'home-delivery')]","//*[contains(@id,'home-delivery')]"
1,SHIPPING,editDelivery,//*[@data-test-id='pp_edit_store_address_icon'],//*[@data-test-id='pp_edit_store_address_icon'],//*[@data-test-id='pp_edit_store_address_icon'],//*[@data-test-id='pp_edit_store_address_icon'],//*[@data-test-id='pp_edit_store_address_icon'],//*[@data-test-id='pp_edit_store_address_icon'],//*[@data-test-id='pp_edit_store_address_icon'],//*[@data-test-id='pp_edit_store_address_icon'],//*[@data-test-id='pp_edit_store_address_icon']
1,VIEWCART,applyOfferButton,//*[@class='btn button button--light btn-mini form-submit'],//*[@class='btn button button--light btn-mini form-submit'],//*[@class='offer-code__button btn button button--light btn-mini form-submit'],//*[@class='btn button button--light btn-mini form-submit'],//*[@class='btn button button--light btn-mini form-submit'],//*[@class='offer-code__button btn button button--light btn-mini form-submit'],//*[@class='offer-code__button btn button button--light btn-mini form-submit'],"//*[contains(@class,'offer-code__button')]","//*[contains(@class,'offer-code__button')]"
1,VIEWCART,validOfferMsgs,"//*[contains(@id,'error_offer_criteria_met')]","//*[contains(@id,'error_offer_criteria_met')]","//*[contains(@id,'error_offer_criteria_met')]","//*[contains(@id,'error_offer_criteria_met')]","//*[contains(@id,'error_offer_criteria_met')]","//*[contains(@id,'error_offer_criteria_met')]","//*[contains(@id,'error_offer_criteria_met')]","//*[contains(@id,'error_offer_criteria_met')]","//*[contains(@id,'error_offer_criteria_met')]"
1,VIEWCART,enterValidOfferCode,#form--offer_code--field--OFFER_CODE,#form--offer_code--field--OFFER_CODE,#form--offer_code--field--OFFER_CODE,#form--offer_code--field--OFFER_CODE,#form--offer_code--field--OFFER_CODE,#form--offer_code--field--OFFER_CODE,#form--offer_code--field--OFFER_CODE,#form--offer_code--field--OFFER_CODE,#form--offer_code--field--OFFER_CODE
1,SHIPPING,billingEnterPhone,#billing-number-input,#billing-number-input,#billing-number-input,#billing-number-input,#billing-number-input,#billing-number-input,#billing-number-input,#billing-number-input,#billing-number-input
1,SHIPPING,billingEnterZipcode,#billing-zip-code-input,#billing-zip-code-input,#billing-zip-code-input,#billing-zip-code-input,#billing-zip-code-input,#billing-zip-code-input,#billing-zip-code-input,#billing-zip-code-input,#billing-zip-code-input
1,SHIPPING,billingEnterLastname,#billing-last-name-input,#billing-last-name-input,#billing-last-name-input,#billing-last-name-input,#billing-last-name-input,#billing-last-name-input,#billing-last-name-input,#billing-last-name-input,#billing-last-name-input
1,SHIPPING,billingEnterFirstname,#billing-first-name-input,#billing-first-name-input,#billing-first-name-input,#billing-first-name-input,#billing-first-name-input,#billing-first-name-input,#billing-first-name-input,#billing-first-name-input,#billing-first-name-input
1,SHIPPING,findStore,"//*[contains(@class,'select-store-btn')]","//*[contains(@class,'select-store-btn')]","//*[contains(@class,'select-store-btn')]","//*[contains(@class,'select-store-btn')]","//*[contains(@class,'select-store-btn')]","//*[contains(@class,'select-store-btn')]","//*[contains(@class,'select-store-btn')]","//*[contains(@class,'select-store-btn')]","//*[contains(@class,'select-store-btn')]"
1,SHIPPING,inStorePick,"//*[contains(@id,'convenience-store-pick-up')]","//*[contains(@id,'convenience-store-pick-up')]","//*[contains(@id,'convenience-store-pick-up')]","//*[contains(@id,'convenience-store-pick-up')]","//*[contains(@id,'convenience-store-pick-up')]","//*[contains(@id,'convenience-store-pick-up')]","//*[contains(@id,'convenience-store-pick-up')]","//*[contains(@id,'convenience-store-pick-up')]","//*[contains(@id,'convenience-store-pick-up')]"
1,SHIPPING,storeAddress,//*[@class='searchFW'],//*[@class='searchFW'],//*[@class='searchFW'],//*[@class='searchFW'],//*[@class='searchFW'],//*[@class='searchFW'],//*[@class='searchFW'],//*[@class='searchFW'],//*[@class='searchFW']
1,SHIPPING,searchButton,//*[@class='searchButton'],//*[@class='searchButton'],//*[@class='searchButton'],//*[@class='searchButton'],//*[@class='searchButton'],//*[@class='searchButton'],//*[@class='searchButton'],//*[@class='searchButton'],//*[@class='searchButton']
1,SHIPPING,shopSelected,"//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]","//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]","//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]","//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]","//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]","//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]","//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]","//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]","//a[contains(text(),'ローソン　Ｔｏｋｙｏビッグベイ')]"
1,SHIPPING,selectedButton,//*[@class='shopSubmit'],//*[@class='shopSubmit'],//*[@class='shopSubmit'],//*[@class='shopSubmit'],//*[@class='shopSubmit'],//*[@class='shopSubmit'],//*[@class='shopSubmit'],//*[@class='shopSubmit'],//*[@class='shopSubmit']
1,VIEWCART,cartBag,,,"//*[contains(@class,'header-gnav-cart__trigger')]",,,,,,
1,VIEWCART,cartOverlay,,,a.button.btn-primary,,,,,,
1,PAYMENT,addressValidation,"//*[contains(@class,'rc-info-card-border')]","//*[contains(@class,'rc-info-card-border')]","//*[contains(@class,'rc-info-card-border')]","//*[contains(@class,'rc-info-card-border')]","//*[contains(@class,'rc-info-card-border')]","//*[contains(@class,'rc-info-card-border')]","//*[contains(@class,'rc-info-card-border')]","//*[contains(@class,'rc-info-card-border')]",
1,"CONFIG ",timeout,30000,30000,30000,30000,30000,30000,30000,30000,30000
1,CONFIG,pollingTime,100,100,100,100,100,100,100,100,100
1,CONFIG,customTimeout,6000,6000,6000,6000,6000,6000,6000,6000,6000
1,CONFIG,scrollDownValue,500,500,500,500,500,500,500,500,500
1,SHIPPING,billingEnterAddress1,,,,,,,,,
1,SHIPPING,billingEnterAddress2,,,,,,,,,
1,SHIPPING,billingEnterCity,,,,,,,,,
1,SHIPPING,billingSelectState,,,,,,,,,
