tt,BrandLocale,AV-UK,AV-US,AV-AU,AV-IT,AV-MX,CL-UK,CL-US,CL-AU,CL-IT,CL-MX,MC-UK,MC-US,MC-AU,MC-IT,MC-MX,EL-UK,EL-US,EL-AU,EL-IT,EL-MX,JM-UK,JM-US,JM-AU,JM-FR,JM-MX,OR-UK,OR-US,OR-TH,OR-MX,BB-UK,BB-US,BB-AU,BB-IT,BB-MX,GG-UK,GG-US,GG-HK,BK-UK,BK-US,BK-FR,LM-UK,LM-US,LM-AU,LM-FR,LM-MX,LS-UK,LS-US,LS-JP,DA-UK,DA-US,DA-FR,SB-US,SB-GR,TF-UK,TF-US,TF-JP,TF-BR,BU-UK,BU-US,FM-UK,FM-US,DJ-UK,DJ-US
1,cmsLocalizeLink,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize,localize
1,countryLanguageLocalizeTo,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Korea E-commerce Site - Korean,Korea E-commerce Site - Korean,Korea E-commerce Site - Korean,France E-commerce Site - English,France E-commerce Site - English,France E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,China E-commerce Site - Chinese,China E-commerce Site - Chinese,China E-commerce Site - Chinese,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Brazil E-commerce Site - Portuguese,Brazil E-commerce Site - Portuguese,Brazil E-commerce Site - Portuguese,UK E-commerce Site - English,Canada E-commerce Site - English,Canada E-commerce Site - English,Saudi Arabia E-commerce Site - English,Saudi Arabia E-commerce Site - English,Korea E-commerce Site - English,Korea E-commerce Site - English
1,cmsLogoutLink,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out,Log out
1,cmsDraftMessage1,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page ,Page 
1,cmsClickYesUnpublishThisContent,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content,Yes - unpublish this content
1,cmsDraftMessage2, has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created., has been created.
1,cmsUpdateMessage, has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated., has been updated.
1,cmsApproveMessage, transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state., transitioned to the approved state.
1,cmsUnapproveMessage, transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state., transitioned to the draft state.
1,cmsPublishMessage, transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state., transitioned to the published state.
