tt,Page,BrandLocale,AV-DE,AV-EU,AV-FR,BB-DE,BB-ES,BB-FR,BB-GR,BB-IL,BB-TR,BK-FR,CL-DE,CL-ES,CL-FI,CL-FR,CL-GR,CL-IL,CL-TR,CL-IT,DA-IT,EL-BE,EL-DE,EL-ES,EL-FR,EL-GR,EL-IL,EL-TR,JM-EU,JM-FR,JM-ME,LM-DE,LM-EU,MC-AT,MC-BE,MC-DE,MC-ES,MC-FR,MC-GR,MC-HU,MC-IL,MC-IN,MC-KSA,MC-PL,MC-RO,MC-TR,OR-EU,SB-EU,TF-DE
1,BILLING,billingENTERLASTNAMEREG,//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_LAST_NAME')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_LAST_NAME')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_LAST_NAME')]",,//input[@id='billing-last-name-input'],//input[@id='billing-last-name-input'],"//input[contains(@id,'form--address_billing--field--BILLFORM_LAST_NAME')]","//input[contains(@id,'form--address_billing--field--BILLFORM_LAST_NAME')]",//input[@id='form--address_billing--field--LAST_NAME'],"//input[contains(@id,'form--address_billing--field--LAST_NAME')]",//input[@id='form--address_billing--field--BILLFORM_LAST_NAME'],,//input[@id='billing-last-name-input'],,//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],,//input[@id='billing-last-name-input'],"//input[contains(@id,'form--billing_~address_billing--field--BILLFORM_LAST_NAME')]","//input[contains(@id,'form--address_billing--field--LAST_NAME')]",//input[@id='form--address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_~address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--address_billing--field--BILLFORM_LAST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],"//input[contains(@id,'billing-last-name-input')]","//input[contains(@id,'form--address_billing--field--BILLFORM_LAST_NAME')]",//input[@id='form--delivery_billing_address--field--BILLFORM_LAST_NAME'],"//input[contains(@id,'form--address_billing--field--BILLFORM_LAST_NAME')]","//input[contains(@id,'form--address_billing--field--BILLFORM_LAST_NAME')]",,,,"//input[contains(@id,'form--address_billing--field--BILLFORM_LAST_NAME')]",//input[@id='form--address_billing--field--BILLFORM_LAST_NAME'],//input[@id='billing-last-name-input'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_LAST_NAME'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_LAST_NAME')]",//input[@id='form--billing_~address_billing--field--BILLFORM_LAST_NAME']
1,BILLING,billingSelectCountryIDREG,,,,,,,,,,,,,,,form--address_billing--field--BILLFORM_COUNTRY_ID,,,,form--billing_-_-address_billing--field--BILLFORM_STATE,//select[@id='form--billing_-_-address_billing--field--BILLFORM_COUNTRY_ID'],//select[@id='form--billing_-_-address_billing--field--BILLFORM_COUNTRY_ID'],//select[@id='form--billing_-_-address_billing--field--BILLFORM_COUNTRY_ID'],//select[@id='form--billing_-_-address_billing--field--BILLFORM_COUNTRY_ID'],//select[@id='form--billing_-_-address_billing--field--BILLFORM_COUNTRY_ID'],,,,,,,,,form--billing_-_-address_billing--field--BILLFORM_STATE,,,,,,,,,,form--address_billing--field--BILLFORM_STATE,,form--billing_-_-address_billing--field--BILLFORM_STATE,,
1,BILLING,billingRUSelectCountryIDREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BILLING,billingClickSelectCountryREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BILLING,billingENTERADDRESS1REG,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS4'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],"(//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS3')])[2] | //input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS4')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS1')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS1')]",,,//input[@id='billing-first-line-input'],"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS1')]","//input[contains(@id,'form--address_billing--field--BILLFORM_LAST_NAME_ALTERNATE')]",//input[@id='form--address_billing--field--ADDRESS1'],"//input[contains(@id,'form--address_billing--field--ADDRESS1')]",//input[@id='form--address_billing--field--BILLFORM_ADDRESS1'],,,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],"//input[contains(@id,'field--BILLFORM_LAST_NAME_ALTERNATE')]",//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],,,"//input[contains(@id,'form--billing_~address_billing--field--BILLFORM_ADDRESS1')]","//input[contains(@id,'form--address_billing--field--ADDRESS1')]",,//input[@id='form--address_billing--field--BILLFORM_ADDRESS1'],//input[@id='form--billing_~address_billing--field--BILLFORM_ADDRESS1'],//input[@id='form--address_billing--field--BILLFORM_ADDRESS1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],"//input[contains(@id,'billing-first-line-input')]",,//input[@id='form--delivery_billing_address--field--BILLFORM_ADDRESS1'],"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS1')]","//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS1')]",,,,"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS1')]",//input[@id='form--address_billing--field--BILLFORM_ADDRESS1'],,,"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS1')]",//input[@id='form--billing_~address_billing--field--BILLFORM_ADDRESS1']
1,BILLING,billingClickAddress1DropdownREG,,,,,,,,,(//button[@aria-label='open city menu'])[2],,,,,,,,"(//*[contains(@class,'js-dropdown js-shipping-city-input')])[2]/div",,,,,,,,,(//button[@aria-label='open city menu'])[2]/div,,,,,,,,,,,,,,,,,,"(//*[contains(@class,'elc-dropdown js-dropdown js-shipping-city-input')])[2]/div",,,
1,BILLING,billingClickAddress1DDValueREG,,,,,,,,,//li[@id='downshift-4-item-0' and @title='ADANA'],,,,,,,,//li[@title='ADANA'],,,,,,,,,//li[@id='downshift-4-item-0' ],,,,,,,,,,,,,,,,,,//li[@title='ADANA'] | //li[@id='downshift-0-item-0'],,,
1,BILLING,billingEnterAddrFocusAutoSelReg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BILLING,billingENTERADDRESS2REG,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS5'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS2')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS2')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS2')]",,,//input[@id='billing-second-line-input'],"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS2')]","//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS2')]",//input[@id='form--address_billing--field--ADDRESS2'],"//input[contains(@id,'form--address_billing--field--ADDRESS2')]",,,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS4'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],,,"//input[contains(@id,'form--billing_~address_billing--field--BILLFORM_ADDRESS2')]","//input[contains(@id,'form--address_billing--field--ADDRESS2')]",//input[@id='form--address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--billing_~address_billing--field--BILLFORM_ADDRESS2'],//input[@id='form--address_billing--field--BILLFORM_ADDRESS2'],,"//input[contains(@id,'billing-second-line-input')]","//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS2')]",//input[@id='form--delivery_billing_address--field--BILLFORM_ADDRESS2'],"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS2')]","//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS2')]",,,,"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS2')]",//input[@id='form--address_billing--field--BILLFORM_ADDRESS2'],,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS2'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS2')]",//input[@id='form--billing_~address_billing--field--BILLFORM_ADDRESS2']
1,ORDERCONF,getOrderIdREG,"//p[contains(@class,'instructions')]//span","//p[contains(@class,'instructions')]//span","//a[contains(@class,'text_link')]",//div[@id='confirmation-number'],//div[@id='confirmation-number']/a | //div[@id='confirmation-number']/p,"//*[contains(@data-test-id, 'order_id')] | //*[contains(@href,'/account/order_history/detail.tmpl?prv')]",//div[@id='confirmation-number']/a | //div[@id='confirmation-number']/p,,//*[@data-test-id='order_id'] | (//a[@data-test-id='order_id'])[1],//div[@class='checkout-panel__content confirmation-content']/p,//div[@class='content confirmation-panel__content checkout__panel-content']/span/a | //div[@class='content confirmation-panel__content checkout__panel-content']/span/span,"//span[contains(@data-test-id,'order_id')]//a | //span[contains(@data-test-id,'order_id')]//span",//span[@data-test-id='order_id'],//div[@class='content confirmation-panel__content checkout__panel-content']/span,//div[@class='content confirmation-panel__content checkout__panel-content']/span,,"//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]//a | //span[@data-test-id='order_id']//span",,//a[@data-test-id='order-number-panel'],//*[@id='confirmation-number']/a,//*[@id='confirmation-number'],,//*[@id='confirmation-number'],//span[@class='confirmation-panel-confirmation-number'],,//*[@data-test-id='order_id'] | (//a[@data-test-id='order_id'])[1],"//div[contains(@data-test-id,'confirmation_number')]//a",//*[@data-test-id='order_id'],//div[@class='content confirmation-panel__content checkout__panel-content']/p|//span[@data-test-id='order_id']/a,//p[@data-test-id='order_id']/span | //a[@data-test-id='order_id'],//div[@class='checkout-panel__content checkout-panel__content--confirmation']/p[@class='order-number'],"//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]",//span[@class='confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text--signedin']/a | //p[@id='confirmation-number']/a,"//a[contains(@data-test-id,'order_id')]","//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]","//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]","//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]","//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]",,.confirmation-panel__order-number,,"//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]","//span[contains(@class,'order-number confirmation-panel__confirm-text confirmation-panel')]","//span[@data-test-id='order_id'] | //span[contains(@class,'confirm-text confirmation-panel__confirm-text--signedin')]",//div[@id='confirmation-number'],"//p[contains(@class,'instructions')]",//a[@data-test-id='order_id']
1,BILLING,billingClickAddress2DropdownREG,,,,,,,,,(//button[@aria-label='open thirdLineAddress menu'])[2],,,,,,,,"(//*[contains(@class,'js-dropdown js-third-line-address-input')])[2]/div",,,,,,,,,(//button[@aria-label='open thirdLineAddress menu'])[2]/div,,,,,,,,,,,,,,,,,,//div[@data-test-id='form_billing_address_third_line_address_dropdown']/div,,,
1,BILLING,billingClickAddress2DDValueREG,,,,,,,,,//li[@id='downshift-5-item-0'],,,,,,,,//li[@title='CEYHAN'],,,,,,,,,//li[@id='downshift-5-item-0'],,,,,,,,,,,,,,,,,,//li[@title='CEYHAN'] | //li[@id='downshift-5-item-1'],,,
1,BILLING,billingENTERZIPCODEREG,//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE')]",,,//input[@id='billing-zip-code-input'],"//input[contains(@id,'form--address_billing--field--BILLFORM_POSTAL_CODE')]","//input[contains(@id,'form--address_billing--field--BILLFORM_POSTAL_CODE')]",//input[@id='form--address_billing--field--POSTAL_CODE'],"//input[contains(@id,'form--address_billing--field--POSTAL_CODE')]",//input[@id='form--address_billing--field--BILLFORM_POSTAL_CODE'],,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],,,"//input[contains(@id,'form--billing_~address_billing--field--BILLFORM_POSTAL_CODE')]","//input[contains(@id,'form--address_billing--field--POSTAL_CODE')]",,//input[@id='form--address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_~address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--address_billing--field--BILLFORM_POSTAL_CODE'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],"//input[contains(@id,'billing-zip-code-input')]","//input[contains(@id,'form--address_billing--field--BILLFORM_POSTAL_CODE')]",//input[@id='form--delivery_billing_address--field--BILLFORM_POSTAL_CODE'],"//input[contains(@id,'form--address_billing--field--BILLFORM_POSTAL_CODE')]","//input[contains(@id,'form--address_billing--field--BILLFORM_POSTAL_CODE')]",,,,"//input[contains(@id,'form--address_billing--field--BILLFORM_POSTAL_CODE')]",//input[@id='form--address_billing--field--BILLFORM_POSTAL_CODE'],,//input[@id='form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_POSTAL_CODE')]",//input[@id='form--billing_~address_billing--field--BILLFORM_POSTAL_CODE']
1,BILLING,billingClickZipcodeButtonREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BILLING,billingENTERPHONEREG,//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_PHONE1')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_PHONE1')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_PHONE1')]",,//input[@id='billing-number-input'],//input[@id='billing-number-input'],"//input[contains(@id,'form--address_billing--field--BILLFORM_PHONE1') and @name='BILLFORM_PHONE1']","//input[contains(@id,'form--address_billing--field--BILLFORM_PHONE1')]",//input[@id='form--address_billing--field--PHONE1'],"//input[contains(@id,'form--address_billing--field--PHONE1') and @name='PHONE1']",//input[@id='form--address_billing--field--BILLFORM_PHONE2'],,"//*[contains(@id,'billing-number-input')]",,//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],,//input[@id='billing-number-input'],"//input[contains(@id,'form--billing_~address_billing--field--BILLFORM_PHONE1')]","//input[contains(@id,'form--address_billing--field--PHONE1') and @name='PHONE1']",//input[@id='form--address_billing--field--BILLFORM_PHONE2'],//input[@id='form--address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_~address_billing--field--BILLFORM_PHONE1'],//input[@id='form--address_billing--field--BILLFORM_PHONE1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],"//input[contains(@id,'billing-number-input')]","//input[contains(@id,'form--address_billing--field--BILLFORM_PHONE1')]",//input[@id='form--delivery_billing_address--field--BILLFORM_PHONE1'],"//input[contains(@id,'form--address_billing--field--BILLFORM_PHONE2')]","//input[contains(@id,'form--address_billing--field--BILLFORM_PHONE1')]",,,,"//input[contains(@id,'form--address_billing--field--BILLFORM_PHONE1')]",//input[@id='form--address_billing--field--BILLFORM_PHONE1'],//input[@data-test-id='form_billing_second_phone_field'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_PHONE1'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_PHONE1')]",//input[@id='form--billing_~address_billing--field--BILLFORM_PHONE1']
1,BILLING,billingENTERCITYREG,//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_CITY')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_CITY')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_CITY')]",,,//input[@id='billing-city-input'],"//input[contains(@id,'form--address_billing--field--BILLFORM_CITY')]","//input[contains(@id,'form--address_billing--field--BILLFORM_CITY')]",//input[@id='form--address_billing--field--CITY'],"//input[contains(@id,'form--address_billing--field--CITY')]",//input[@id='form--address_billing--field--BILLFORM_CITY'],,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],,,"//input[contains(@id,'form--billing_~address_billing--field--BILLFORM_CITY')]","//input[contains(@id,'form--address_billing--field--CITY')]",//input[@id='form--address_billing--field--BILLFORM_CITY'],//input[@id='form--address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_~address_billing--field--BILLFORM_CITY'],//input[@id='form--address_billing--field--BILLFORM_CITY'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],"//input[contains(@id,'billing-city-input')]","//input[contains(@id,'form--address_billing--field--BILLFORM_CITY')]",//input[@id='form--delivery_billing_address--field--BILLFORM_CITY'],"//input[contains(@id,'form--address_billing--field--BILLFORM_CITY')]","//input[contains(@id,'form--address_billing--field--BILLFORM_CITY')]",,,,"//input[contains(@id,'form--address_billing--field--BILLFORM_CITY')]",//input[@id='form--address_billing--field--BILLFORM_CITY'],,//input[@id='form--billing_-_-address_billing--field--BILLFORM_CITY'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_CITY')]",//input[@id='form--billing_~address_billing--field--BILLFORM_CITY']
1,BILLING,billingENTERCITY1REG,,,,,,,,,,,,,,,,,,,,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_STATE'],,,,,,,,,,,,,,,,,,,,,,,,,
1,BILLING,billingStateREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BILLING,billingClickProvinceDDREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,//span[@id='select2-chosen-7'],,,,
1,BILLING,billingClickProvinceValueREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//li[contains(@class,'select2-results-dept-0')][2]",,,,
1,BILLING,billingENTERADDRESS3REG,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS1'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_STATE'],,"(//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS3')])[1]",,,,,,,"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS3')]",,,,,,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS5'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS3'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS3']| //input[@id='form--address--field--ADDRESS3'],,,,,,,//input[@id='form--address_billing--field--BILLFORM_STATE'],,,//input[@id='form--address_billing--field--BILLFORM_STATE'],,,"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS3')]",,,,,,,,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS3'],,
1,BILLING,billingCityDropdownREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BILLING,billingClickAddress3DropdownREG,,,,,,,,,(//button[@aria-label='open fifthLineAddress menu'])[2] | //div[@data-test-id='form_billing_address_fifth_line_address_dropdown'],,,,,,,,"(//*[contains(@class,'js-dropdown js-fifth-line-address-input')])[2]/div",,,,,,,,,(//button[@aria-label='open fifthLineAddress menu'])[2]/div,,,,,,,,,,,,,,,,,,//div[@data-test-id='form_billing_address_fifth_line_address_dropdown']/div,,,
1,BILLING,billingClickAddress3DDValueREG,,,,,,,,,//li[@id='downshift-6-item-0'],,,,,,,,"//li[contains(@title,'ADATEPE MAHALLES')]",,,,,,,,,//li[@id='downshift-6-item-0'],,,,,,,,,,,,,,,,,,//li[@title='ADATEPE MAHALLES?'] | //li[@id='downshift-6-item-1'],,,
1,BILLING,billingENTERADDRESS4REG,,,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_STATE'],,"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_ADDRESS4')]",,//input[@id='billing-second-line-input'],,,,,,,,//input[@id='billing-second-line-input'],,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_COMPANY_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS4'],,//input[@id='form--billing_-_-address_billing--field--BILLFORM_ADDRESS4'],,//input[@id='billing-second-line-input'],,,,,,//input[@id='form--address_billing--field--BILLFORM_ADDRESS4'],,,"//input[contains(@id,'form--address_billing--field--BILLFORM_ADDRESS4')]",,,,,,,,,//input[@id='billing-second-line-input'],,,
1,BILLING,billingRegionDropdownREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BILLFORM_COUNTRY_ID,,,,,,,,,,,,,,,,
1,BILLING,billingClickAddress4DropdownREG,,,,,,,,,(//button[@aria-label='open firstLineAddress menu'])[2],,,,,,,,"(//*[contains(@class,'js-dropdown js-first-line-address-input')])[2]/div",,,,,,,,,(//button[@aria-label='open firstLineAddress menu'])[2]/div,,,,,,,,,,,,,,,,,,"(//*[contains(@class,'js-dropdown js-first-line-address-input')])[2]/div",,,
1,BILLING,billingClickAddress4DDValueREG,,,,,,,,,//li[@id='downshift-7-item-0'],,,,,,,,//li[@title='742 SOKAK'],,,,,,,,,//li[@id='downshift-7-item-0' ],,,,,,,,,,,,,,,,,,//li[@title='742 SOKAK'] | //li[@id='downshift-7-item-0'],,,
1,VIEWCART,enterValidOfferCodeREG,"//input[contains(@id,'form--offer_code--field--OFFER_CODE')]","//input[contains(@id,'form--offer_code--field--OFFER_CODE')]","//input[contains(@id,'form--offer_code--field--OFFER_CODE')]",//input[@id='form--offer_code--field--OFFER_CODE'],"//input[contains(@id,'form--offer_code--field--OFFER_CODE')]","//input[contains(@id,'form--offer_code--field--OFFER_CODE')]","//input[contains(@id,'form--offer_code--field--OFFER_CODE')]",,//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],"//input[contains(@id,'form--offer_code--field--OFFER_CODE')]",//div[@class='offer-code__input form-item']/input,//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],,//input[@id='form--offer_code--field--OFFER_CODE'],,//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],"//*[contains(@id,'form--offer_code--field--OFFER_CODE')]",//input[@data-test-id='form_offer_code_offercode'],"//*[contains(@id,'form--offer_code--field--OFFER_CODE')]",//input[@data-test-id='form_offer_code_offercode'],,//input[@id='form--offer_code--field--OFFER_CODE'],"//input[contains(@id,'form--offer_code--field--OFFER_CODE')]",//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],"//input[contains(@id,'form--offer_code--field--OFFER_CODE')]",//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],"//input[contains(@id,'form--offer_code--field--OFFER_CODE')]","//input[contains(@id,'form--offer_code--field--OFFER_CODE')]",,//input[@id='form--offer_code--field--OFFER_CODE'],,"//input[contains(@id,'form--offer_code--field--OFFER_CODE')]",//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],//input[@id='form--offer_code--field--OFFER_CODE'],"//input[contains(@id,'form--offer_code--field--OFFER_CODE')]",//input[@id='form--offer_code--field--OFFER_CODE']
