tt,BrandLocale,AV-AU,AV-CA,AV-DE,AV-EU,AV-FR,AV-GR,AV-IT,AV-JP,AV-KR,AV-MX,AV-TR,AV-UK,AV-US,BB-AT,BB-AU,BB-CA,BB-CH,BB-CN,BB-DE,BB-ES,BB-FR,BB-GR,BB-HK,BB-IL,BB-IN,BB-IT,BB-JP,BB-KR,BB-MX,BB-NL,BB-RU,BB-TH,BB-TR,BB-TW,BB-UK,BB-US,BB-ZA,BK-FR,BK-RU,BK-UAE,BK-UK,BK-US,BU-CA,BU-UK,BU-US,CL-AT,CL-AU,CL-BE,CL-BR,CL-CA,CL-CE,CL-CH,CL-CN,CL-CZ,CL-DE,CL-DK,CL-ES,CL-FI,CL-FR,CL-GR,CL-HK,CL-HU,CL-IL,CL-IN,CL-IT,CL-JP,CL-KR,CL-MX,CL-MY,CL-NL,CL-NO,CL-NZ,CL-PL,CL-RO,CL-RU,CL-SE,CL-TH,CL-TR,CL-TW,CL-UK,CL-US,CL-ZA,DA-BE,DA-CA,DA-DE,DA-ES,DA-FR,DA-IT,DA-NL,DA-TR,DA-UK,DA-US,DJ-KR,DJ-UK,DJ-US,EB-CZ,EL-AT,EL-AU,EL-BE,EL-BR,EL-CA,EL-CE,EL-CH,EL-CN,EL-CZ,EL-DE,EL-DK,EL-ES,EL-FR,EL-GR,EL-HK,EL-HU,EL-IL,EL-IN,EL-IT,EL-JP,EL-KR,EL-MX,EL-MY,EL-NL,EL-NO,EL-NZ,EL-PL,EL-RO,EL-RU,EL-SE,EL-SG,EL-TH,EL-TR,EL-TW,EL-UK,EL-US,EL-ZA,FM-EU,FM-UK,FM-US,GG-HK,GG-US,JM-AU,JM-BR,JM-CA,JM-CN,JM-EU,JM-FR,JM-HK,JM-JP,JM-KR,JM-ME,JM-MY,JM-PH,JM-RU,JM-SG,JM-TH,JM-UK,JM-US,LM-AU,LM-BR,LM-CA,LM-CN,LM-DE,LM-EU,LM-FR,LM-GR,LM-HK,LM-JP,LM-KR,LM-MX,LM-RU,LM-TH,LM-TW,LM-UK,LM-US,LM-ZA,LS-CN,LS-JP,LS-KR,LS-UK,LS-US,MC-AT,MC-AU,MC-BE,MC-BR,MC-CA,MC-CE,MC-CH,MC-CN,MC-CZ,MC-DE,MC-ES,MC-FR,MC-GR,MC-HK,MC-HU,MC-IL,MC-IN,MC-IT,MC-JP,MC-KR,MC-KSA,MC-MX,MC-MY,MC-NL,MC-NO,MC-NZ,MC-PL,MC-RO,MC-RU,MC-TH,MC-TR,MC-TW,MC-UAE,MC-UK,MC-US,MC-ZA,OR-CA,OR-CN,OR-DE,OR-DK,OR-EU,OR-HK,OR-RU,OR-TH,OR-TR,OR-TW,OR-UK,OR-US,SB-CA,SB-EU,SB-RU,SB-TR,SB-US,SB-ZA,TF-BR,TF-DE,TF-JP,TF-UK,TF-US
1,homepageTitle,Professional Hair Care Products & Salons | Aveda,"Vegan High Performance Hair Products, Shampoos, Conditioners & Salons | Aveda",Homepage | Aveda,Page d’accueil | Aveda,Page d’accueil | Aveda,,"Prodotti di derivazione naturale, Shampoo, Conditioner & Saloni | Aveda",アヴェダ 公式 オンラインショップ | 自然界由来成分配合のヘアケア,"하이 퍼포먼스 헤어 제품, 샴푸, 컨디셔너 & 살롱 | 아베다","Aveda México | Productos para Cuidado del Cabello con Fórmulas Veganas de Alto Desempeño | Shampoos, Acondicionadores, Tratamientos y Más",Profesyonel Saç ve Vücut Bakım Ürünleri & Fiyatları I aveda.com.tr,Homepage | Aveda United Kingdom E-Commerce Site,"Vegan High Performance Hair Products, Shampoos, Conditioners & Salons | Aveda",Preisgekrönte Makeup Essentials & Kosmetik | Bobbi Brown Cosmetics,Cosmetics & Skincare | Bobbi Brown Cosmetics,Cosmetics | Bobbi Brown Cosmetics,Homepage | Site: Bobbi Brown Switzerland E-commerce Site,Home | Bobbi Brown芭比波朗官方网站,Homepage | Bobbi Brown Germany E-commerce Site,Esenciales de maquillaje y cosmética galardonados I Bobbi Brown Cosmetics,Site officiel | Bobbi Brown France,Bobbi Brown Greece,Bobbi Brown Official E-commerce Site| Bobbi Brown化妝品,מוצרי איפור זוכי פרסים שאת חייבת בתיק האיפור שלך | Bobbi Brown Cosmetics,Bobbi Brown India - Skincare and Makeup Products | Official Site,Bobbi Brown Cosmetics | Italy E-commerce Site,ボビイ ブラウン 公式 オンライン ショップ,Home | Bobbi Brown Korea E-commerce Site,Home | Bobbi Brown Mexico,Award-Winning Make-up Essentials & Cosmetics | Bobbi Brown Netherlands E-commerce Site,Bobbi Brown — интернет-магазин декоративной и уходовой косметики,Cosmetics | BobbiBrown.com,Bobbi Brown - Makyaj & Cilt Bakım Ürünleri,Bobbi Brown芭比波朗 官方網站 ｜紐約專業彩妝品牌,Cosmetics & Skincare | Bobbi Brown Cosmetics,Cosmetics | Bobbi Brown Cosmetics,Cosmetics | BobbiBrown.co.za,KILIAN PARIS | Découvrez les Parfums KILIAN PARIS | Boutique en ligne officielle France,Главная страница | KILIAN. Парфюмерия как искусство | Официальный онлайн-бутик,KILIAN Paris | Discover luxury perfumes from the official KILIAN boutique,Kilian Paris Perfume | Discover Luxury French Perfume Online,KILIAN Paris | Discover luxury perfumes from the official KILIAN boutique,"Bumble and bumble. | Hair Care, Styling, Inspiration, and more.",Home | Bumble and bumble.,"Bumble and bumble. | Hair Care, Styling, Inspiration, and more.","Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts","Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts | Clinique","Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts","Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts","Clinique | Official Site | Custom-fit Skincare, Makeup, Fragrances & Gifts","Skincare, Maquillaje, Fragancias y más | Clinique","Clinique | Home | Individuell abgestimmte Hautpflege, Makeup, Düfte & Geschenke",倩碧Clinique官方网站暨网上商城－倩碧护肤，彩妆，香水在线销售 | clinique.com.cn,"Clinique | Oficiální stránky | Péče o pleť, Makeup a mnohem více | Clinique Czech E-Commerce site",Clinique | Offizieller Shop | Einfach. Sicher. Wirksam. Allergiegetestet. 100% Parfumfrei.,"Clinique | Officiel hjemmeside | Skræddersyede hudplejeløsninger, makeup, dufte og gaver","Clinique | Sitio oficial | Cuidados de la piel, maquillaje, fragancias y regalos a medida","Clinique | Virallinen sivusto | Mukautettua ihonhoitoa, meikit, hajuvedet & lahjat","Clinique | Soin, Maquillage, Parfum, Coffret Cadeaux","Clinique | Επίσημο Site | Εξατομικευμένα Προϊόντα Περιποίησης, Μακιγιάζ, Αρώματα & Δώρα",Clinique Official E-commerce Site,Clinique Magyarország Hivatalos Oldala | Clinique Hungary E-Commerce site,"Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts",Clinique Official Site | Skincare and Makeup Online,"Clinique | Sito Ufficiale | Cura della pelle, Make up, Fragranze",【公式】クリニーク(CLINIQUE) スキンケア・コスメ・化粧品 通販,Home | Clinique Official Site | 로그인,"Clinique | Sitio Oficial | Cuidado de la piel, maquillaje, fragancias y regalos","Clinique | Official Site | Custom-fit Skincare, Makeup, Fragrances & Gifts","Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts","Clinique | Offisielt nettsted | Skreddersydd hudpleie, makeup, dufter og gaver","Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts | Clinique New Zealand","Clinique | Oficjalna strona | Dopasowane do indywidualnych potrzeb produkty do pielęgnacji skóry, makijażu, zapachy i upominki","Clinique | Site oficial | Ingrijire personalizata a pielii, Machiaj, Parfumuri si Cadouri",Официальный интернет-магазин косметики Clinique,"Clinique | Officiell webbplats | Skräddarsydd hudvård, makeup, parfym och presenter","Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts","Clinique – Makyaj, Parfüm & Cilt Bakımı",倩碧Clinique台灣官網：全球第一皮膚科醫師保養品品牌,"Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts","Clinique | Official Site | Custom-fit Skincare, Makeup, Fragrances & Gifts","Clinique | Official Site | Custom-fit Skin Care, Makeup, Fragrances & Gifts",Darphin,Darphin Paris | High Performance Skincare And Facial Oils,Darphin,Darphin,Darphin,Darphin,Darphin,Darphin Paris | High Performance Skincare And Facial Oils,Darphin UK | High Performance Skincare And Facial Oils,Darphin Paris | High Performance Skincare And Facial Oils,,Innovative Korean Skincare | Dr.Jart+,Innovative Korean Skincare | Dr.Jart+,Home | ELC Beauty Perks,Beauty | Estee Lauder Austria E-commerce Site,"Estée Lauder Official Site | Beauty Products, Skin Care & Makeup","Estee Lauder | Schoonheidsproducten, huidverzorging en make-up","Estée Lauder | Loja Online Oficial | Tratamentos Faciais, Maquiagens & Mais Cuidados","EstÃ©e Lauder | Beauty Products, Skin Care & Makeup","Estee Lauder Chile | Belleza, Cuidado de la Piel, Maquillaje","Estée Lauder Offizieller Schweizer Onlineshop | Hautpflege, Seren, Düfte & Makeup",,Estée Lauder Oficiální stránky | Estée Lauder Česká republika,Beauty | Estee Lauder Germany E-commerce Site,Estée Lauder Official Site | Estée Lauder Denmark E-commerce Site,Estée Lauder | Sitio Web Oficial,"Estée Lauder | Maquillage, Soin, Parfum","Estée Lauder Greece | Προϊόντα Ομορφιάς, Περιποίησης & Μακιγιάζ | Επίσημο Site",Estée Lauder Official Site | Estee Lauder Hong Kong E-commerce Site,Estée Lauder Magyarország Hivatalos Oldala | Estee Lauder Hungary E-commerce Site,Estée Lauder Official Site | Estee Lauder Israel E-commerce Site,"Estée Lauder India | Beauty Products, Skin Care & Makeup",Estée Lauder Official Site | Estee Lauder Italy E-Commerce Site,エスティ ローダー公式オンライン ショップ,Estée Lauder Official Site | Estee Lauder Korea,"Estee Lauder México | Productos de Belleza, Cuidado de la Piel y Maquillaje",Estée Lauder Official Site | Estee Lauder Malaysia E-Commerce Site,"Estee Lauder | Schoonheidsproducten, huidverzorging en make-up",Estée Lauders offisielle nettsted | Estee Lauder Norge nettbutikk,"Estée Lauder Official Site | Beauty Products, Skin Care & Makeup",Piękno | Oficjalna Strona Estée Lauder,"EsteeLauder.ro | Produse Beauty, Skin Care & Makeup",Официальный интернет-магазин Estée Lauder,Estée Lauder officiell webbplats | Estee Lauder Sweden E-commerce Site,,Estée Lauder Official Site | Estee Lauder Thailand E-commerce Site,"Estée Lauder - Cilt Bakımı, Makyaj & Parfüm",雅詩蘭黛台灣官網及網路旗艦店 Estee Lauder Official Site | 雅詩蘭黛官網&線上購物,"Estee Lauder | Beauty Products, Skin Care & Makeup","Estee Lauder | Beauty Products, Skin Care & Makeup","Estee Lauder | Beauty Products, Skin Care & Makeup",Frederic Malle Official Site | Frederic Malle Online,Frederic Malle Official Site | Frederic Malle Online,Frederic Malle Official Site | Frederic Malle Online,GlamGlow,"Mud Masks, Skincare & More | GLAMGLOW",Home | Jo Malone London Australia,Home | Jo Malone London,Home | Jo Malone London,,Página inicial | Jo Malone London União Europeia,"Jo Malone London : parfums de luxe, senteurs pour la maison | Jo Malone London France",Home | Jo Malone Hong Kong E-commerce site,ジョー マローン ロンドン,조 말론 런던 공식 온라인 부티크,Home | Jo Malone UAE E-commerce Site,Home | Jo Malone London,,Jo Malone London. Официальный интернет-магазин,,Home | Jo Malone London Thailand Official Site,Home | Jo Malone London,Home | Jo Malone London,World of La Mer | Skincare & Makeup | La Mer Australia - Official Site,Homepage - Collection - Shop Online | La Mer Brazil,World of La Mer | Skincare & Makeup | La Mer Official Site,首页 | La Mer海蓝之谜官方网站暨官方商城,Homepage I LA MER DEUTSCHLAND | Offizieller Online-Shop,De wereld van La Mer | Huidverzorging en make-up | Officiële site van La Me,La Mer France | Soin & Maquillage | Site Officiel,World of La Mer | Skincare & Makeup | La Mer Official Site,World of La Mer | Skincare & Makeup | La Mer Official Site,ドゥ・ラ・メール公式オンラインショップ | DE LA MER,라 메르 | 스킨 케어,Shop Online | La Mer Mexico E-commerce Site,Официальный интернет-магазин LA MER,Homepage | La Mer Thailand Official Site,首頁｜海洋拉娜 La Mer 官網：頂級肌膚保養首選,World of La Mer | Skincare & Makeup | La Mer UK,World of La Mer | Skincare & Makeup | La Mer Official Site,,LAB SERIES | Solutions for Men,ラボ シリーズ 公式オンラインショップ,Lab Series,Lab Series | Skincare For Men & Men's Grooming Products,LAB SERIES | Solutions for Men,MAC Cosmetics Österreich - Offizielle Website,MAC Cosmetics | Beauty and Makeup Products - Official Site,M·A·C Cosmetics | Beauty en Make-up Producten - Official Site,MAC Cosmetics | Maquiagens e Produtos de Beleza – Site Oficial,MAC Cosmetics | Beauty and Makeup Products - Official Site,Productos de Belleza y Maquillaje | MAC Cosmetics Chile,MAC Cosmetics Schweiz | Offizielle Website von MAC Schweiz,MAC魅可官网商城,MAC Cosmetics - Oficiální stránky,MAC Cosmetics - Offizielle Seite,MAC Cosmetics España | Página Oficial,MAC Cosmetics | Produits de beauté et de maquillage - Site officiel,MAC Cosmetics | Ελλάδα - Επίσημο site,M·A·C Cosmetics 香港 - 官方網頁,MAC Cosmetics | maccosmetics.hu,MAC Cosmetics | Beauty and Makeup Products - Official Site,MAC Cosmetics | Beauty and Makeup Products - Official Site,MAC Cosmetics | Prodotti Beauty e Makeup - Official Site,MAC (マック) Cosmetics JAPAN 公式オンラインショップ,MAC Cosmetics | Beauty and Makeup Products - Official Site,M·A·C Cosmetics Saudi Arabia - Official Site,MAC Cosmetics | Productos de Belleza y Maquillaje - sitio oficial,MAC Cosmetics | Beauty and Makeup Products - Official Site,M·A·C Cosmetics | Beauty en Make-up Producten - Official Site,MAC Cosmetics | Skjønnhets- og sminkeprodukter - Offisiell side,MAC Cosmetics | Beauty and Makeup Products - Official Site,MAC Cosmetics Polska - Oficjalna strona www,MAC Cosmetics - Official Site,Официальный интернет-магазин MAC,MAC Cosmetics | Beauty and Makeup Products - Official Site,"M∙A∙C - Makyaj, Kozmetik & Cilt Bakımı",MAC 官方網站：專業彩妝品牌｜MAC 線上購物,M·A·C Cosmetics United Arab Emirates - Official Site,MAC Cosmetics | Beauty and Makeup Products - Official Site,MAC Cosmetics | Beauty and Makeup Products - Official Site,MAC Cosmetics | Beauty and Makeup Products - Official Site,Origins | Nature-Infused Skincare & Body Products,ORIGINS悦木之源官方购物网站-全球高效天然护肤品牌-天然为本，科学为证 | Origins悦木之源官方购物网站,Hautpflege Produkte & Makeup | Origins,Hjem | Origins,Homepage | Origins,Origins,Официальный интернет-магазин Origins,Homepage | Origins Thailand E-Commerce Site,Homepage | Origins,品木宣言 Origins 官方首頁｜肌膚護理、身體護理、頭髮護理、面膜推薦,Homepage | Origins,Origins | Nature-Infused Skincare & Body Products,"Smashbox: Cruelty Free Primers, Makeup & More",Homepage | Smashbox,Главная | Smashbox в России. Официальный сайт,SMASHBOX | Anasayfa,"Smashbox: Cruelty Free Primers, Makeup & More","Makeup, Primers, Foundation and More | Smashbox","Too Faced: Maquiagem, Cosméticos & Produtos de Beleza Online | Too Faced Brasil Site",,,,"Too Faced: Makeup, Cosmetics & Beauty Products Online | TooFaced"
1,mppPageTitle,"Body Lotion | Oily, Sensitive and Dry Skin | Aveda",,,,,,,乾燥肌に潤いを与える | スキンケア | アヴェダ 公式 オンラインショップ,수분 케어 | 아베다,,,,,,Face Moisturiser | Best Moisturiser For Dry Skin | Bobbi Brown,,,底妆-粉底 | Bobbi Brown芭比波朗官方网站,,,,,妝前底霜 l Bobbi Brown 官方網站,,,,ファンデーション｜ボビイ ブラウン公式オンライン ショップ,프라이머 | Bobbi Brown Korea E-commerce Site,,,,Full Coverage Foundation Makeup | Bobbi Brown Cosmetics,,粉底/粉底液推薦：找到最適合你的粉底/底妝盤/粉底液推薦｜Bobbi Brown芭比波朗,,,,,,,,,,,,,"Moisturisers | Face Creams, Night Creams & More | Clinique",,,,,,Foundation | Makeup | clinique.com.cn,,,,,,,,Skin Care | Clinique | Official Site,,,,,乳液&クリーム | 【公式】オンラインショップ | クリニーク,Moisturizers | 로그인,,Face Masks | Skin Care | Clinique Malaysia E-Commerce site,,,Moisturisers | Clinique New Zealand,,,,,Moisturizers | Clinique Thailand E-Commerce Site,,粉底 | 專櫃粉底/粉底液/BB霜/CC霜推薦 | 倩碧台灣官網,,,,,,,,,,,,,,,,,,,Moisturisers | Night Creams & More | Estée Lauder Australia,,,,,,,,,,,,,潤膚 | Estee Lauder Hong Kong E-commerce Site,,,,,化粧水 | ラグジュアリー ケア | エスティ ローダー公式オンライン ショップ,립스틱 | Estee Lauder Korea,,Moisturizers | Estee Lauder Malaysia E-Commerce Site,,,"Moisturisers | For Oily, Sensitive and Dry Skin | Estée Lauder",,,,,,MPP | Skincare | Moisturizer | Estee Lauder Thailand E-commerce Site,,乳霜推薦：保濕乳霜/緊緻乳霜/日霜，全方位滋潤的保濕保養品 | 雅詩蘭黛官網&線上購物,,,,,,,面膜 | GLAMGLOW HK,,Room Diffusers | Jo Malone London Australia,,,,,,古龍水系列 | Jo Malone London 香港,ボディ＆ハンド ウォッシュ | ジョー マローン ロンドン,코롱 컬렉션 | Jo Malone London Korea,,Bath & Shower | Jo Malone London Official Online Store,,,,โคโลญจน์ทั้งหมด | Jo Malone London,,,Moisturizers | Moisturizing Face Creams | La Mer Official Site,,,精华面霜系列 | La Mer海蓝之谜官方网站暨官方商城,,,,,Eye Treatments | 眼霜及眼部精華 | La Mer 官方網站,モイスチャライザー | ドゥ・ラ・メール公式オンラインショップ | DE LA MER,모이스춰라이저 | 라 메르 크림 | 라 메르 코리아 공식 온라인 몰,,,Face Serums | Best Face Serum | La Mer Official Site,La Mer 乳霜：適合各種膚質的命定保濕乳霜｜海洋拉娜 La Mer,,,,爽肤水|LAB SERIES朗仕官方网上商城,フェース ウオッシュ | アラミス ラボ シリーズ 公式 オンライン ショップ,MOISTURIZERS & SPF | Lab Series,,,,"Moisturisers | Face Cream, Eye Cream & More | MAC Cosmetics",,,,,,Eyeshadow - Pigment - Paint | MAC Cosmetics - Official Site,,,,,,保濕噴霧 | M·A·C Cosmetics 香港 - 官方網頁,,,,,その他スキンケア,Mascara | MAC Cosmetics - Official Site,,,Moisturizers | MAC Malaysia E-Commerce Site,,,Moisturizers | MAC New Zealand,,,,Primers | Mac TH E-Commerce Site,,MAC 妝前保濕：妝前保濕乳液，替妳打造水嫩肌｜MAC 線上購物,,,,,,查看全部产品 | Origins悦木之源官方购物网站,,,,化妝水 | Origins,,MPP - Moisturizers | Origins Thailand E-Commerce Site,,面膜推薦：晚安面膜/保濕面膜/泥面膜推薦｜品木宣言 Origins,,,,,,,,,,,,,
1,acEmail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testcssqa01+207@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,acPwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Password@123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,existsCheckFrequency,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,existsWaitTime,20000,20000,20000,20000,20000,,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
1,waitTimeTenK,10000,10000,10000,10000,10000,,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,waitTimeOneK,1000,1000,1000,1000,1000,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1,waitTimeTwoK,2000,2000,2000,2000,2000,,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
1,waitTimeThreeK,3000,3000,3000,3000,3000,,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
